Reviewer Name,Review Title,Place of Review,Up Votes,Down Votes,Month,Review text,Ratings,Cleaned Review Text,Sentiment
Trinath Mallik,Fabulous!,"Certified Buyer, Visakhapatnam",0.0,0.0,Oct 2017,product is 100% original. delivered fastly than promised date and paking is in good condition for both i am so happy...READ MORE,5,product is 100 original delivered fastly than promised date and paking is in good condition for both i am so happyread more,Positive
Sanjay Das,Perfect product!,"Certified Buyer, Bangalore",0.0,0.0,Oct 2017,Perfect for professional playersREAD MORE,5,perfect for professional playersread more,Positive
Murali krishna Kurapati,Worth every penny,"Certified Buyer, Kadiri",0.0,0.0,Oct 2017,Shuttle quality is not good.READ MORE,1,shuttle quality is not goodread more,Positive
Dhiraj  Gadekar,Mind-blowing purchase,"Certified Buyer, Babhaleshwar",0.0,0.0,Oct 2017,GoodREAD MORE,5,goodread more,Positive
Leo Thomas,Wonderful,"Certified Buyer, Poomangalam",0.0,0.0,Sep 2017,I was delivered Mavis 350 green cap just as the product page said. It's a medium speed shuttle which I would recommend for beginners to intermediates.READ MORE,5,i was delivered mavis 350 green cap just as the product page said its a medium speed shuttle which i would recommend for beginners to intermediatesread more,Positive
PRABHAKARARAO BANDARU,Just wow!,"Certified Buyer, Visakhaptnam",0.0,0.0,Sep 2017,Good qualityREAD MORE,4,good qualityread more,Positive
Flipkart Customer,Wonderful,"Certified Buyer, Mangaluru",0.0,0.0,Sep 2017,Nice productREAD MORE,4,nice productread more,Positive
jinku,Value-for-money,"Certified Buyer, North Guwahati",0.0,0.0,Sep 2017,It's worthy Excellent piece of cockspurThank to the FlipkartREAD MORE,5,its worthy excellent piece of cockspurthank to the flipkartread more,Positive
Flipkart Customer,Terrific purchase,"Certified Buyer, Beawar",0.0,0.0,Sep 2017,Stable shuttleREAD MORE,5,stable shuttleread more,Positive
Flipkart Customer,Best in the market!,"Certified Buyer, Srinagar",0.0,0.0,Sep 2017,SUPERREAD MORE,5,superread more,Positive
Himanshu Kumar,Pretty good,"Certified Buyer, Kavindapadi",0.0,0.0,Sep 2017,Durability...very goodREAD MORE,5,durabilityvery goodread more,Positive
Flipkart Customer,Worth the money,"Certified Buyer, Hyderabad",0.0,0.0,Sep 2017,Awesome as always! Yonex rocks! 👍👍READ MORE,5,awesome as always yonex rocks read more,Positive
Flipkart Customer,Absolute rubbish!,"Certified Buyer, Belagavi",0.0,1.0,Sep 2017,Nice one ........Can getREAD MORE,5,nice one can getread more,Positive
Venkateswarlu Ch,Delightful,"Certified Buyer, Khammam",0.0,0.0,Sep 2017,NiceREAD MORE,5,niceread more,Positive
Gursharan Singh,Highly recommended,"Certified Buyer, New Delhi",0.0,0.0,Sep 2017,Best in quality...good air time and light weight...also lasting well...loved it...READ MORE,5,best in qualitygood air time and light weightalso lasting wellloved itread more,Positive
RAHUL SIRSEWAD,Mind-blowing purchase,"Certified Buyer, Parbhani",0.0,0.0,Sep 2017,Very nice productREAD MORE,5,very nice productread more,Positive
Thangaraj G,Could be way better,"Certified Buyer, Kambainallur",0.0,0.0,Sep 2017,"Nice shuttle.speed is also fine ,you can also go fr it if are getting it below 700.READ MORE",4,nice shuttlespeed is also fine you can also go fr it if are getting it below 700read more,Positive
Surendhar m Suren,Wonderful,"Certified Buyer, Kancheepuram",0.0,0.0,Sep 2017,Good but in every packet there is always a defective piece.. perhaps company policyREAD MORE,4,good but in every packet there is always a defective piece perhaps company policyread more,Positive
Udaivir  Singh,Good choice,"Certified Buyer, Vasco Da Gama",0.0,0.0,Sep 2017,Nice quality and came before timeREAD MORE,5,nice quality and came before timeread more,Positive
Ashutosh  Shukla,Value-for-money,"Certified Buyer, Mylavaram",0.0,0.0,Sep 2017,One of best shuttle...READ MORE,5,one of best shuttleread more,Positive
ASHUTOSH SHUKLA,Worth every penny,"Certified Buyer, Kanpur",0.0,0.0,Sep 2017,Good oneREAD MORE,4,good oneread more,Positive
Nageswara Rao Vanapalli,Super!,"Certified Buyer, Kakinada",0.0,0.0,Sep 2017,GoodREAD MORE,4,goodread more,Positive
Sinu Up,Simply awesome,"Certified Buyer, Vengara",0.0,0.0,Sep 2017,"Dont buy products in flipkart, they are not gave any updates regarding product informationREAD MORE",1,dont buy products in flipkart they are not gave any updates regarding product informationread more,Positive
Sri Manoj,Just wow!,"Certified Buyer, Vellore",0.0,0.0,Sep 2017,Good productREAD MORE,4,good productread more,Positive
Flipkart Customer,Just okay,"Certified Buyer, Najibabad",0.0,0.0,Sep 2017,Nice shuttle gud packingREAD MORE,5,nice shuttle gud packingread more,Positive
Flipkart Customer,Perfect product!,"Certified Buyer, Kanpur",0.0,0.0,Sep 2017,Best product. On time delivery. Original product.READ MORE,5,best product on time delivery original productread more,Positive
Flipkart Customer,Terrific purchase,"Certified Buyer, Pune",0.0,0.0,Sep 2017,FineREAD MORE,2,fineread more,Positive
Vijendra  Bhagat,Awesome,"Certified Buyer, New Delhi",0.0,0.0,Sep 2017,Nice box nice priceREAD MORE,5,nice box nice priceread more,Positive
Srinu Kedari,Brilliant,"Certified Buyer, Hyderabad",0.0,0.0,Sep 2017,Nice productREAD MORE,4,nice productread more,Positive
Flipkart Customer,Really Nice,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,Shuttle are nice thumps upREAD MORE,4,shuttle are nice thumps upread more,Positive
Suresh Kumar Sreemdurupu,Terrific,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,best one in its class. Lucky to get itREAD MORE,5,best one in its class lucky to get itread more,Positive
JOMON P J,Does the job,"Certified Buyer, New Delhi",0.0,0.0,Sep 2017,Nice flight of shuttleREAD MORE,5,nice flight of shuttleread more,Positive
Dev Prasad,Good choice,"Certified Buyer, Pune",0.0,0.0,Sep 2017,GoodREAD MORE,5,goodread more,Positive
Sumam Samamta,Nice,"Certified Buyer, Mumbai",0.0,0.0,Sep 2017,Good productREAD MORE,5,good productread more,Positive
ilo pertin,Worth the money,"Certified Buyer, Pasighat",0.0,0.0,Sep 2017,Long time period to delivery otherwise perfect itemREAD MORE,3,long time period to delivery otherwise perfect itemread more,Positive
Shanmukha,Fair,"Certified Buyer, Srikakulam",0.0,0.0,Sep 2017,Best shuttleREAD MORE,5,best shuttleread more,Positive
rupesh saini,Highly recommended,"Certified Buyer, Jaipur",0.0,0.0,Sep 2017,Awesome it seems shuttle will last for everREAD MORE,5,awesome it seems shuttle will last for everread more,Positive
chirag patel,Nice product,"Certified Buyer, Rajula",0.0,0.0,Sep 2017,GreatREAD MORE,5,greatread more,Positive
Pankuj Verma,Good,"Certified Buyer, Samastipur",0.0,0.0,Sep 2017,GoodREAD MORE,5,goodread more,Positive
Deepak Kushawaha,Wonderful,"Certified Buyer, Patna",0.0,0.0,Sep 2017,It's come with good prize. Super quality.READ MORE,4,its come with good prize super qualityread more,Positive
Rajesh Kumar,Awesome,"Certified Buyer, Bhadrachalam",0.0,0.0,Sep 2017,Quality was good and product was genuineREAD MORE,5,quality was good and product was genuineread more,Positive
Flipkart Customer,Good quality product,"Certified Buyer, Mathura",0.0,0.0,Sep 2017,AwesomeREAD MORE,3,awesomeread more,Positive
Kumar  Murugesan,Wonderful,"Certified Buyer, Vellore District",0.0,0.0,Sep 2017,Good product and fast service from FlipkartREAD MORE,4,good product and fast service from flipkartread more,Positive
Mani Priya RS,Mind-blowing purchase,"Certified Buyer, Kancheepuram District",0.0,0.0,Sep 2017,Good but no better qualityREAD MORE,3,good but no better qualityread more,Positive
Venkat Siraparapu,Fabulous!,"Certified Buyer, Vizianagaram",0.0,0.0,Sep 2017,Good for indoor gameREAD MORE,4,good for indoor gameread more,Positive
krishna singh,Nice,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,I recived my product Mavis350 shuttels early but prduct was damagedREAD MORE,3,i recived my product mavis350 shuttels early but prduct was damagedread more,Positive
Satish Kumar,Good choice,"Certified Buyer, North East District",0.0,0.0,Sep 2017,ExcellentREAD MORE,5,excellentread more,Positive
Balakumaran Manickasundaram,Terrific purchase,"Certified Buyer, Chennai",0.0,0.0,Sep 2017,Good buy. Can be 5 star but the tip of the shuttle doesn't lasts long. Otherwise it's greatREAD MORE,4,good buy can be 5 star but the tip of the shuttle doesnt lasts long otherwise its greatread more,Positive
Flipkart Customer,Awesome,"Certified Buyer, Mallasamudram",0.0,0.0,Sep 2017,"Very good,, up to expectationsREAD MORE",4,very good up to expectationsread more,Positive
Mahesh Acharya,Fabulous!,"Certified Buyer, Navoor",0.0,0.0,Sep 2017,AmazingREAD MORE,4,amazingread more,Positive
Vikash Dara,Pretty good,"Certified Buyer, Vishakhapatnam",0.0,0.0,Sep 2017,Reasonable priceREAD MORE,5,reasonable priceread more,Positive
Sunchit Raj Nand ,Terrific,"Certified Buyer, Parasi",0.0,0.0,Sep 2017,Good productREAD MORE,4,good productread more,Positive
Gobikannan K,Just wow!,"Certified Buyer, Attayampatti",0.0,0.0,Sep 2017,Good to play. Worthy productREAD MORE,4,good to play worthy productread more,Positive
Sivakumar,Brilliant,"Certified Buyer, Thuvakudi",0.0,0.0,Sep 2017,very bad qualityREAD MORE,5,very bad qualityread more,Negative
Shantanu Baviskar,Value-for-money,"Certified Buyer, Bhusawal",0.0,0.0,Sep 2017,Good qualityREAD MORE,5,good qualityread more,Positive
Sriranganath Hs,Brilliant,"Certified Buyer, Davangere",0.0,0.0,Sep 2017,Good oneREAD MORE,3,good oneread more,Positive
pratik junnarkar,Classy product,"Certified Buyer, Pune",0.0,0.0,Sep 2017,Good quality and nice weight so buy without worry.READ MORE,4,good quality and nice weight so buy without worryread more,Positive
Sai Krishna,Must buy!,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,Good product. Better than Mavis 10.READ MORE,5,good product better than mavis 10read more,Positive
Flipkart Customer,Best in the market!,"Certified Buyer, Mangaluru",0.0,0.0,Sep 2017,Yonex mavisgood products badmintonREAD MORE,5,yonex mavisgood products badmintonread more,Positive
Flipkart Customer,Does the job,"Certified Buyer, Gwalior",0.0,0.0,Sep 2017,GoodREAD MORE,5,goodread more,Positive
Jk Heaven,Value-for-money,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Packing was not up to mark.READ MORE,4,packing was not up to markread more,Positive
Viswanath M,Good choice,"Certified Buyer, Khammam",0.0,0.0,Sep 2017,Nice product it's flight is really very nice. It's delivery time was also very good it came before 1 day dayREAD MORE,5,nice product its flight is really very nice its delivery time was also very good it came before 1 day dayread more,Positive
lalit chhipa,Perfect product!,"Certified Buyer, Bhilwara",0.0,0.0,Sep 2017,Awesome product and delivery services also goodREAD MORE,5,awesome product and delivery services also goodread more,Positive
Amit Hooda,Nice product,"Certified Buyer, Zirakpur",0.0,0.0,Sep 2017,Very gud product got very low price below Rs.650READ MORE,5,very gud product got very low price below rs650read more,Positive
Anwesh Konale,Just wow!,"Certified Buyer, Omerga",0.0,0.0,Sep 2017,A nice productREAD MORE,4,a nice productread more,Positive
Pavan  Kalyan,Superb,"Certified Buyer, Krishna District",0.0,0.0,Sep 2017,Met the expectations 👌👌READ MORE,5,met the expectations read more,Positive
Chakry,Very Good,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,good quality of shuttlesREAD MORE,5,good quality of shuttlesread more,Positive
Paul Jerang,Good quality product,"Certified Buyer, Jonai Bazar",0.0,0.0,Sep 2017,GoodREAD MORE,5,goodread more,Positive
Deva Raj,Good choice,"Certified Buyer, Erode",0.0,0.0,Sep 2017,Nice productREAD MORE,5,nice productread more,Positive
Flipkart Customer,Slightly disappointed,"Certified Buyer, Chicholi",0.0,1.0,Sep 2017,Great stuff !!READ MORE,3,great stuff read more,Positive
Shivam Pandey,Really Nice,"Certified Buyer, Raghogarh",0.0,0.0,Sep 2017,Nice qualityREAD MORE,4,nice qualityread more,Positive
Gowtham Miriyala,Wonderful,"Certified Buyer, Vellore",0.0,0.0,Sep 2017,Some of shuttle were broken within 2 days usageREAD MORE,4,some of shuttle were broken within 2 days usageread more,Positive
SAROJ BASTIA,Terrific purchase,"Certified Buyer, Bhubaneswar",0.0,0.0,Sep 2017,OkREAD MORE,5,okread more,Positive
Gaurav  Yadav,Great product,"Certified Buyer, New Delhi",0.0,0.0,Sep 2017,Nice productREAD MORE,4,nice productread more,Positive
devender pratap,Mind-blowing purchase,"Certified Buyer, Ozar",0.0,0.0,Sep 2017,Best.........READ MORE,5,bestread more,Positive
Flipkart Customer,Best in the market!,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Good oneREAD MORE,5,good oneread more,Positive
Babu Shanmugam ,Wonderful,"Certified Buyer, Chennai",0.0,0.0,Sep 2017,Good quality productREAD MORE,4,good quality productread more,Positive
VINAYKUMAR.B. HULAGI ,Wonderful,"Certified Buyer, Gadag Betigeri",0.0,0.0,Sep 2017,Well packed! Received in a good condition!READ MORE,4,well packed received in a good conditionread more,Positive
Satheesh   Nathan,Wonderful,"Certified Buyer, Mathura",0.0,0.0,Sep 2017,SuperREAD MORE,4,superread more,Positive
Sandeep,Highly recommended,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Ok productREAD MORE,2,ok productread more,Positive
Alien,Great product at reasonable price,"Certified Buyer, Thane District",0.0,0.0,Sep 2017,NiceREAD MORE,4,niceread more,Positive
ambuj singh,Value-for-money,"Certified Buyer, Panipat",0.0,0.0,Sep 2017,Good n betterREAD MORE,5,good n betterread more,Positive
Ajit  Rai,Simply awesome,Certified Buyer,0.0,0.0,Sep 2017,Original product with best priceREAD MORE,5,original product with best priceread more,Positive
adarsh sonkar,Mind-blowing purchase,"Certified Buyer, Nagpur District",0.0,0.0,Sep 2017,Good n genuine productREAD MORE,5,good n genuine productread more,Positive
Flipkart Customer,Very Good,Certified Buyer,0.0,0.0,Sep 2017,Vry gud productREAD MORE,5,vry gud productread more,Positive
Manoj jain,Terrific,"Certified Buyer, Visakhapatnam",0.0,0.0,Sep 2017,Awesome product..and on time delivery adds valueREAD MORE,5,awesome productand on time delivery adds valueread more,Positive
Abhishek  Dwivedi ,Perfect product!,"Certified Buyer, Jhansi District",0.0,0.0,Sep 2017,Received as mentioned in good conditionREAD MORE,4,received as mentioned in good conditionread more,Positive
Ashutosh Chaturvedi,Wonderful,"Certified Buyer, Ghaziabad",0.0,0.0,Sep 2017,Original very good product at this priceREAD MORE,4,original very good product at this priceread more,Positive
Swapnil Waje,Just okay,"Certified Buyer, Pune",0.0,0.0,Sep 2017,GreatREAD MORE,5,greatread more,Positive
Dharmesh kumar Meena,Just wow!,"Certified Buyer, Ajmer",0.0,0.0,Sep 2017,Very good shuttlesREAD MORE,5,very good shuttlesread more,Positive
Flipkart Customer,Good,"Certified Buyer, Pune",0.0,0.0,Sep 2017,This product is pretty good at reasonable price.READ MORE,5,this product is pretty good at reasonable priceread more,Positive
Sonu Singh,Delightful,"Certified Buyer, Jsw Steel Plant Township",0.0,0.0,Sep 2017,NiceREAD MORE,4,niceread more,Positive
Anitlin Jinish G,Terrific,"Certified Buyer, Chennai",0.0,0.0,Sep 2017,Its genuine. Nothing more need to say.READ MORE,5,its genuine nothing more need to sayread more,Positive
Manjunath.  Narayanpetkar ,Must buy!,"Certified Buyer, Hubli",0.0,0.0,Sep 2017,niceREAD MORE,5,niceread more,Positive
Crazy Ahmed,Nice,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,NycREAD MORE,4,nycread more,Positive
Udit Pundir,Excellent,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Nice productREAD MORE,5,nice productread more,Positive
Srinivas P,Great product,"Certified Buyer, Chennai",0.0,0.0,Sep 2017,Very good productREAD MORE,5,very good productread more,Positive
Vaisav p,Awesome,"Certified Buyer, Ariyallur",0.0,0.0,Sep 2017,Best qualityREAD MORE,4,best qualityread more,Positive
ankit kushwaha,Perfect product!,"Certified Buyer, Gautam Buddha Nagar",0.0,0.0,Sep 2017,Good productREAD MORE,3,good productread more,Positive
Vikram Kumar,Highly recommended,"Certified Buyer, Kolkata",0.0,0.0,Sep 2017,Shuttle is goodREAD MORE,5,shuttle is goodread more,Positive
Kunal Jaiswal,Excellent,"Certified Buyer, Alwar",0.0,0.0,Sep 2017,Nice productREAD MORE,3,nice productread more,Positive
Jayanta Kumar Patra,Simply awesome,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Nice productREAD MORE,4,nice productread more,Positive
Devender Sharma,Terrific purchase,"Certified Buyer, Rohtak",0.0,0.0,Sep 2017,Good.READ MORE,5,goodread more,Positive
Sharad Kumar M Sharma,Good product,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,Im very happy that. I got the yonex mavis 350 shuttles today only. Because i had ordered today and i got it today.READ MORE,5,im very happy that i got the yonex mavis 350 shuttles today only because i had ordered today and i got it todayread more,Positive
Raghavendra M N,Nice,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Not bad... delivered on timeREAD MORE,3,not bad delivered on timeread more,Positive
Digant Patel,Super!,"Certified Buyer, Adalaj",0.0,0.0,Sep 2017,Good qualityREAD MORE,5,good qualityread more,Positive
Vikash Kumar,Really Nice,"Certified Buyer, New Delhi",0.0,0.0,Sep 2017,GoodREAD MORE,5,goodread more,Positive
Flipkart Customer,Terrific,"Certified Buyer, Pune",0.0,0.0,Sep 2017,Nice productREAD MORE,5,nice productread more,Positive
RAJKUMAR PATHAK,Excellent,"Certified Buyer, Thane",0.0,0.0,Sep 2017,GoodREAD MORE,5,goodread more,Positive
Harshit Kalal,Highly recommended,"Certified Buyer, Pilani Town",0.0,0.0,Sep 2017,super quality and durable shuttle from yonex. Quick delivery by Flipkart what else i needREAD MORE,5,super quality and durable shuttle from yonex quick delivery by flipkart what else i needread more,Positive
Nikhil Patel,Wonderful,"Certified Buyer, Anand",0.0,0.0,Sep 2017,Nice productREAD MORE,5,nice productread more,Positive
Balaji  Murari,Fabulous!,"Certified Buyer, Chittoor",0.0,0.0,Sep 2017,It is a nice productREAD MORE,5,it is a nice productread more,Positive
KrishnaKant Rathour,Must buy!,"Certified Buyer, Noida",0.0,0.0,Sep 2017,Nice productREAD MORE,5,nice productread more,Positive
NITHIN N,Good choice,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Not extremely durable. But a good product nonetheless.READ MORE,4,not extremely durable but a good product nonethelessread more,Positive
Raveendra D,Fair,"Certified Buyer, Hyderabad",0.0,0.0,Sep 2017,"I am not happy that, product look like not genuine. The outside box is very low quality and they have cheated me that they have delivered only three boxes instead of four boxes. I am so unhappy about thidREAD MORE",3,i am not happy that product look like not genuine the outside box is very low quality and they have cheated me that they have delivered only three boxes instead of four boxes i am so unhappy about thidread more,Negative
Prasad K,Best in the market!,"Certified Buyer, Hyderabad",0.0,0.0,Sep 2017,Delivered before time with nice packaging. Happy!READ MORE,5,delivered before time with nice packaging happyread more,Positive
Vaibhav Kamble,Awesome,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,gud shuttle .........READ MORE,3,gud shuttle read more,Positive
ghanendra kumar,Really Nice,"Certified Buyer, Kunda",0.0,0.0,Sep 2017,Good shuttle boxREAD MORE,5,good shuttle boxread more,Positive
Sairam Gurubelli,Worth every penny,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,NiceREAD MORE,5,niceread more,Positive
Flipkart Customer,Good choice,"Certified Buyer, Badgam",0.0,0.0,Sep 2017,Awesome productREAD MORE,5,awesome productread more,Positive
Rakesh Immanuel,Best in the market!,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,Always goodREAD MORE,5,always goodread more,Positive
K.R.K. Chowdary,Highly recommended,"Certified Buyer, Hyderabad",0.0,0.0,Sep 2017,Good qualityREAD MORE,5,good qualityread more,Positive
Dipesh,Perfect product!,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Nice ProductREAD MORE,5,nice productread more,Positive
RAJA PANDIAN,Nice product,"Certified Buyer, Salem",0.0,0.0,Sep 2017,over priced shuttles coz of no competition  from other brands in terms of shuttle flight and quality .READ MORE,4,over priced shuttles coz of no competition  from other brands in terms of shuttle flight and quality read more,Positive
Flipkart Customer,Superb!!!,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,"The pack was a little crushed when the product was delivered. Otherwise the product was faring better.The product was delivered on the promised date, so I am happy on that regard.READ MORE",3,the pack was a little crushed when the product was delivered otherwise the product was faring betterthe product was delivered on the promised date so i am happy on that regardread more,Positive
Kaushik Debbarma,Mind-blowing purchase,"Certified Buyer, North Guwahati",0.0,0.0,Sep 2017,Good quality and prompt deliveryREAD MORE,5,good quality and prompt deliveryread more,Positive
Manoj Kumar,Must buy!,"Certified Buyer, Chennai",0.0,0.0,Sep 2017,Great productREAD MORE,5,great productread more,Positive
Mithun Roy,Must buy!,"Certified Buyer, Shillong",0.0,0.0,Sep 2017,Nice product. Very good in quality.READ MORE,4,nice product very good in qualityread more,Positive
Ajai Vohra,Simply awesome,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,NiceREAD MORE,5,niceread more,Positive
Raj  Raj,Super!,"Certified Buyer, East Godavari",0.0,0.0,Sep 2017,I give 4* only for its quick delivery. Its look like original but not sure of its quality. After when use it then ll be get about it. I think it's cheap..READ MORE,4,i give 4 only for its quick delivery its look like original but not sure of its quality after when use it then ll be get about it i think its cheapread more,Positive
Nikhil James,Value-for-money,"Certified Buyer, Noida",0.0,0.0,Sep 2017,Good product as expected..!!READ MORE,5,good product as expectedread more,Positive
Flipkart Customer,Brilliant,"Certified Buyer, Mumbai",0.0,0.0,Sep 2017,NiceREAD MORE,5,niceread more,Positive
Flipkart Customer,Worth the money,"Certified Buyer, Bengaluru",0.0,0.0,Sep 2017,The product was delivered on time and was original yonex. Happy with the quality of shuttles. I got what I orderedREAD MORE,5,the product was delivered on time and was original yonex happy with the quality of shuttles i got what i orderedread more,Positive
Jeevan,Highly recommended,"Certified Buyer, Hyderabad",0.0,0.0,Sep 2017,Super nice packREAD MORE,5,super nice packread more,Positive
Ravindar  Neerati ,Awesome,"Certified Buyer, Kothagudem",0.0,0.0,Sep 2017,Best buyREAD MORE,5,best buyread more,Positive
vijay Singh,Terrific purchase,"Certified Buyer, Kangayampalayam",0.0,0.0,Sep 2017,goodREAD MORE,5,goodread more,Positive
Sairadha Loya,Fabulous!,"Certified Buyer, Gwalior",0.0,0.0,Sep 2017,Good one..READ MORE,5,good oneread more,Positive
Flipkart Customer,Terrific purchase,"Certified Buyer, Bangalore",0.0,0.0,Sep 2017,Good quality...👌READ MORE,5,good qualityread more,Positive
Flipkart Customer,Mind-blowing purchase,"Certified Buyer, Palwancha",0.0,0.0,Sep 2017,The product quality was very good.READ MORE,5,the product quality was very goodread more,Positive
harish kumar,Mind-blowing purchase,Certified Buyer,0.0,0.0,Sep 2017,Nice productREAD MORE,5,nice productread more,Positive
Deepa Prakash,Worth every penny,"Certified Buyer, Perundurai",0.0,0.0,Sep 2017,Best quatity yonex m350. Very fast delivery. Ordered on Sunday got it on Monday.READ MORE,4,best quatity yonex m350 very fast delivery ordered on sunday got it on mondayread more,Positive
Mr Pawan Rai,Just wow!,"Certified Buyer, Paschim Medinipur District",0.0,0.0,Sep 2017,Best price and quality of productREAD MORE,5,best price and quality of productread more,Positive
Vimal Nathan,Worth every penny,"Certified Buyer, Walajabad",0.0,0.0,Sep 2017,Got the genuine product.READ MORE,4,got the genuine productread more,Positive
Vaibhav Kishore,Great shuttles,"Certified Buyer, Bandia",0.0,0.0,Sep 2017,Good productREAD MORE,5,good productread more,Positive
Flipkart Customer,Great product,"Certified Buyer, Channapatna",0.0,0.0,Sep 2017,Excellent productREAD MORE,5,excellent productread more,Positive
Abhisek biswal Sonu,Great product,"Certified Buyer, Anugul",0.0,0.0,Sep 2017,Nice go for itREAD MORE,4,nice go for itread more,Positive
Ravi Shanker,Very Good,"Certified Buyer, Hyderabad",0.0,0.0,Sep 2017,Nice productREAD MORE,5,nice productread more,Positive
Flipkart Customer,Pretty good,"Certified Buyer, Khammam",0.0,0.0,Aug 2017,Good value for moneyREAD MORE,5,good value for moneyread more,Positive
gaurav badkar,Terrible product,"Certified Buyer, Mapusa",0.0,0.0,Aug 2017,Good productREAD MORE,5,good productread more,Positive
Bharat  Singh ,Wonderful,"Certified Buyer, Kota",0.0,0.0,Aug 2017,"Thanks your seller ,who gave me packed box of shutte ....It's really genioun productREAD MORE",5,thanks your seller who gave me packed box of shutte its really genioun productread more,Positive
Joy deep  chowdhury,Really Nice,"Certified Buyer, Silapathar",0.0,0.0,Aug 2017,Its original and good to playREAD MORE,5,its original and good to playread more,Positive
Amit Kushwah,Worth the money,"Certified Buyer, Jhansi District",0.0,0.0,Aug 2017,Nice product..READ MORE,5,nice productread more,Positive
Flipkart Customer,Terrific purchase,"Certified Buyer, Mallasamudram",0.0,0.0,Aug 2017,SuperREAD MORE,5,superread more,Positive
Neepmoni Rabha,Good,"Certified Buyer, Tangla",0.0,0.0,Aug 2017,Good onesREAD MORE,5,good onesread more,Positive
Anil sirvi,Terrific purchase,"Certified Buyer, Viluppuram District",0.0,0.0,Aug 2017,GoodREAD MORE,5,goodread more,Positive
Flipkart Customer,Highly recommended,"Certified Buyer, Gurugram",0.0,0.0,Aug 2017,Nice productREAD MORE,5,nice productread more,Positive
Flipkart Customer,Pretty good,"Certified Buyer, Binola Industrial Area",0.0,0.0,Aug 2017,"Good quality, but got just delayed in shipping the productREAD MORE",4,good quality but got just delayed in shipping the productread more,Positive
Sushil Yadav,Fair,"Certified Buyer, Mumbai",0.0,0.0,Aug 2017,Not value for money ...better to buy in local sports storeREAD MORE,4,not value for money better to buy in local sports storeread more,Positive
Vinoth Kumar R,Great product,"Certified Buyer, Tiruchirappalli",0.0,0.0,Aug 2017,very bad quality 👎👎👎👎👎👎👎👎👎👎READ MORE,1,very bad quality read more,Negative
Flipkart Customer,Terrific purchase,"Certified Buyer, Vishakhapatnam",0.0,0.0,Aug 2017,Flipkart do always best nice and geniune product 10 out of 10 flipkart thanks.....READ MORE,5,flipkart do always best nice and geniune product 10 out of 10 flipkart thanksread more,Positive
Flipkart Customer,Decent product,"Certified Buyer, Bangalore",0.0,0.0,Aug 2017,TopnotchREAD MORE,4,topnotchread more,Positive
Kishan Gupta,Brilliant,"Certified Buyer, Kota",0.0,0.0,Aug 2017,Good product by flipkartREAD MORE,4,good product by flipkartread more,Positive
Flipkart Customer,Just wow!,"Certified Buyer, Baleshwar",0.0,0.0,Aug 2017,Thisproduct is veryhelpful in this servicesREAD MORE,5,thisproduct is veryhelpful in this servicesread more,Positive
Qamar Khalil Ansari,Best in the market!,"Certified Buyer, Basti",0.0,0.0,Aug 2017,The product is good but the delivery was not good the box was completely flatten...READ MORE,4,the product is good but the delivery was not good the box was completely flattenread more,Positive
RITESH KUMAR,Classy product,"Certified Buyer, Ballia",0.0,0.0,Aug 2017,SuperbREAD MORE,5,superbread more,Positive
omprakash dindigul,Nice,"Certified Buyer, Vadamadurai",0.0,0.0,Aug 2017,gudREAD MORE,5,gudread more,Positive
Pradeep  Kumar,Super!,"Certified Buyer, Faridabad",0.0,0.0,Aug 2017,NiceREAD MORE,4,niceread more,Positive
Flipkart Customer,Good choice,"Certified Buyer, Hoskote",0.0,0.0,Aug 2017,not much durableREAD MORE,3,not much durableread more,Positive
Vaibhav Paliwal,Waste of money!,"Certified Buyer, Seoni",0.0,0.0,Aug 2017,Thanks flipkart for good quality productsREAD MORE,5,thanks flipkart for good quality productsread more,Positive
Flipkart Customer,Classy product,"Certified Buyer, Kurnool",0.0,0.0,Aug 2017,Nice to buyREAD MORE,5,nice to buyread more,Positive
Owen Haokip,Brilliant,"Certified Buyer, Shillong",0.0,0.0,Aug 2017,No doubt Mavis 350 is good.  But the seller sent Mavis 10 instead and I had to return and replace it.  Not sure if it was intentional.READ MORE,3,no doubt mavis 350 is good  but the seller sent mavis 10 instead and i had to return and replace it  not sure if it was intentionalread more,Positive
